property_id,source,title,description_en,description_st,price,currency,district,location_text,property_type,bedrooms,bathrooms,image_paths,listing_url,condition,style,environment,amenities,listing_intent,image_count,country,district_canonical,district_resolution,locality,use_bucket,cnn_property_type,cnn_bedroom_class,split,cnn_exclusion_reasons,is_residential_curated,is_cnn_candidate,reviewed_price,reviewed_listing_intent,reviewer_notes,include_in_reviewed_training
propmarket-tm9zmb1Cj-5VmgarS2eJA,propmarket,"3 Bedrooms, House","Double Storey house in Masowe 3 for rentral..3 bedroom (master ensuite) Common bathroom(shower & bathtub), Open plan modern kitchen, Lounge ,Garage & Car port, Paved surrounding, lockable gate... I min walk to tar road. Rent at 12k","Thepa ena ya mofuta wa house e fumaneha Masowe Iii, Maseru. E na le dikamore tse 3 le dibate tse 1 mme e fumaneha ka theko ya M 12,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",12000,LSL,Maseru,"Masowe Iii, Maseru",House,3,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-tm9zmb1Cj-5VmgarS2eJA\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-tm9zmb1Cj-5VmgarS2eJA\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-tm9zmb1Cj-5VmgarS2eJA\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-tm9zmb1Cj-5VmgarS2eJA\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-tm9zmb1Cj-5VmgarS2eJA\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/tm9zmb1Cj-5VmgarS2eJA,New,Modern,Urban,"""[\""garage\"", \""road access\"", \""tar road\"", \""bathtub\"", \""shower\""]""",rent,5,Lesotho,Maseru,text_match,Masowe Iii,residential,House,3,val,,True,True,,,,True
propmarket-s_hj4oYl975CEdifUzZCH,propmarket,House,We are selling a 6 roomed house plus 5 doubles at Mathokoane Maseru at 1.7m,"Thepa ena ya mofuta wa house e fumaneha Mathokoane, Leribe. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 1,700,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1700000,LSL,Leribe,"Mathokoane, Leribe",House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-s_hj4oYl975CEdifUzZCH\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-s_hj4oYl975CEdifUzZCH\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-s_hj4oYl975CEdifUzZCH\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-s_hj4oYl975CEdifUzZCH\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-s_hj4oYl975CEdifUzZCH\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/s_hj4oYl975CEdifUzZCH,Good,Traditional,Suburban,"""[]""",sale,5,Lesotho,Maseru,text_match,Mathokoane,residential,House,2,train,,True,True,,,,True
propmarket-Bc9FR1yIShoqxKfCinFFv,propmarket,"3 Bedrooms, House",This newly built house is at Semphetenyane Phillips at 1.3m...It is a 3bedroomed house with a single garage.,"Thepa ena ya mofuta wa house e fumaneha Semphetenyane, Maseru. E na le dikamore tse 3 le dibate tse 1 mme e fumaneha ka theko ya M 1,300,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1300000,LSL,Maseru,"Semphetenyane, Maseru",House,3,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-Bc9FR1yIShoqxKfCinFFv\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-Bc9FR1yIShoqxKfCinFFv\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-Bc9FR1yIShoqxKfCinFFv\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-Bc9FR1yIShoqxKfCinFFv\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-Bc9FR1yIShoqxKfCinFFv\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/Bc9FR1yIShoqxKfCinFFv,New,Traditional,Hillside,"""[\""garage\""]""",sale,5,Lesotho,Maseru,text_match,Semphetenyane,residential,House,3,val,,True,True,,,,True
propmarket-81l4_NDWdSkfdHzXFJwUq,propmarket,"2 Bedrooms, House",2min walk from tar road\nNo water and electricity,"Thepa ena ya mofuta wa house e fumaneha Lekokoaneng, Berea. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 110,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",110000,LSL,Berea,"Lekokoaneng, Berea",House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-81l4_NDWdSkfdHzXFJwUq\\\\image_1.jpg\""]""",https://www.propmarket.co.ls/properties/81l4_NDWdSkfdHzXFJwUq,Good,Traditional,Urban,"""[\""water connection\"", \""electricity\"", \""road access\"", \""tar road\""]""",sale,1,Lesotho,Berea,text_match,Lekokoaneng,residential,House,2,train,,True,True,,,nan Checked manually: keep. Low sale price is plausible because the listing text mentions no water and electricity.,True
propmarket-hw6n6Mf06YMilWhDjAv98,propmarket,"3 Bedrooms, House","this newly built house is in Masowe 1, it has three bedrooms and a masterbedroom ensuite, spacious fitted kitchen and two bathrooms ,lounge ,dinning room, single garage, well paved surroundings, high boundary wall at just 1.5m","Thepa ena ya mofuta wa house e fumaneha Masowe 1b Secondary School, Maseru. E na le dikamore tse 3 le dibate tse 1 mme e fumaneha ka theko ya M 1,500,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1500000,LSL,Maseru,"Masowe 1b Secondary School, Maseru",House,3,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-hw6n6Mf06YMilWhDjAv98\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-hw6n6Mf06YMilWhDjAv98\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-hw6n6Mf06YMilWhDjAv98\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-hw6n6Mf06YMilWhDjAv98\\\\image_4.jpg\""]""",https://www.propmarket.co.ls/properties/hw6n6Mf06YMilWhDjAv98,New,Family,Urban,"""[\""garage\"", \""near schools\"", \""road access\"", \""walled property\""]""",sale,4,Lesotho,Maseru,text_match,Masowe 1b Secondary School,residential,House,3,val,,True,True,,,,True
propmarket-SiDHc0YvePC_fzWHiFisO,propmarket,"3 Bedrooms, House",This beautiful 7roomed house is in Mazenod with 3 bedrooms,"Thepa ena ya mofuta wa house e fumaneha Mazenod, Maseru. E na le dikamore tse 3 le dibate tse 1 mme e fumaneha ka theko ya M 814,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",814000,LSL,Maseru,"Mazenod, Maseru",House,3,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-SiDHc0YvePC_fzWHiFisO\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-SiDHc0YvePC_fzWHiFisO\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-SiDHc0YvePC_fzWHiFisO\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-SiDHc0YvePC_fzWHiFisO\\\\image_4.jpg\""]""",https://www.propmarket.co.ls/properties/SiDHc0YvePC_fzWHiFisO,Good,Traditional,Suburban,"""[]""",sale,4,Lesotho,Maseru,text_match,Mazenod,residential,House,3,train,,True,True,,,,True
propmarket-a8l8pgWNjuxoe13ONlO9J,propmarket,"1 Bedroom, House","We have this 3 roomed house at Ha-Abia Maseru, at just 280k the site is 744sqm","Thepa ena ya mofuta wa house e fumaneha Ha Abia, Maseru. E na le dikamore tse 1 le dibate tse 1 mme e fumaneha ka theko ya M 280,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",280000,LSL,Maseru,"Ha Abia, Maseru",House,1,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-a8l8pgWNjuxoe13ONlO9J\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-a8l8pgWNjuxoe13ONlO9J\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-a8l8pgWNjuxoe13ONlO9J\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-a8l8pgWNjuxoe13ONlO9J\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-a8l8pgWNjuxoe13ONlO9J\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/a8l8pgWNjuxoe13ONlO9J,Good,Traditional,Suburban,"""[]""",sale,5,Lesotho,Maseru,text_match,Ha Abia,residential,House,1,train,,True,True,,,,True
propmarket-8rZgyZbU6bmT9rIxBpxPt,propmarket,"2 Bedrooms, House","We have this 6 roomed houses at Mohalalitoe Maseru at 650k, the site is 1111 sqm","Thepa ena ya mofuta wa house e fumaneha Mohalalitoe, Maseru. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 650,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",650000,LSL,Maseru,"Mohalalitoe, Maseru",House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-8rZgyZbU6bmT9rIxBpxPt\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-8rZgyZbU6bmT9rIxBpxPt\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-8rZgyZbU6bmT9rIxBpxPt\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-8rZgyZbU6bmT9rIxBpxPt\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-8rZgyZbU6bmT9rIxBpxPt\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/8rZgyZbU6bmT9rIxBpxPt,Good,Traditional,Suburban,"""[]""",sale,5,Lesotho,Maseru,text_match,Mohalalitoe,residential,House,2,val,,True,True,,,,True
propmarket-Z4z-og29aKZ4wE7APAStn,propmarket,"2 Bedrooms, House","We have this 4 roomed house at Sekamaneng at 270k, it has 2 bedrooms and it is leased, the site is 400sqm.","Thepa ena ya mofuta wa house e fumaneha Sekamaneng, Berea. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 270,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",270000,LSL,Berea,"Sekamaneng, Berea",House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-Z4z-og29aKZ4wE7APAStn\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-Z4z-og29aKZ4wE7APAStn\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-Z4z-og29aKZ4wE7APAStn\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-Z4z-og29aKZ4wE7APAStn\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-Z4z-og29aKZ4wE7APAStn\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/Z4z-og29aKZ4wE7APAStn,Good,Traditional,Suburban,"""[]""",sale,5,Lesotho,Berea,text_match,Sekamaneng,residential,House,2,train,,True,True,,,,True
propmarket-cRZnCvUgMgClhFBk9JbKi,propmarket,House,"We have this beautiful house in Quthing Sekantshing.\n- 2 bedroomed house with a bathroom\n- the site is leased, 617sqm \n\nAsking Price ✨ M550k","Thepa ena ya mofuta wa house e fumaneha Quthing District, Quthing. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 650,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",650000,LSL,Quthing,"Quthing District, Quthing",House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-cRZnCvUgMgClhFBk9JbKi\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-cRZnCvUgMgClhFBk9JbKi\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-cRZnCvUgMgClhFBk9JbKi\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-cRZnCvUgMgClhFBk9JbKi\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-cRZnCvUgMgClhFBk9JbKi\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/cRZnCvUgMgClhFBk9JbKi,Good,Traditional,Suburban,"""[]""",sale,5,Lesotho,Quthing,text_match,Quthing District,residential,House,2,train,,True,True,,,,True
propmarket-KhjqZ43BkP-Yiv-WUXeeH,propmarket,"2 Bedrooms, House","This 2 bedroomed house is at Thaba Bosiu Liholong, it has a form C..it has kitchen, sitting room at just 350k the site is 774sqm","Thepa ena ya mofuta wa house e fumaneha Thaba Bosiu, Maseru. E na le dikamore tse 2 mme e fumaneha ka theko ya M 350,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",350000,LSL,Maseru,"Thaba Bosiu, Maseru",House,2,0,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-KhjqZ43BkP-Yiv-WUXeeH\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-KhjqZ43BkP-Yiv-WUXeeH\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-KhjqZ43BkP-Yiv-WUXeeH\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-KhjqZ43BkP-Yiv-WUXeeH\\\\image_4.jpg\""]""",https://www.propmarket.co.ls/properties/KhjqZ43BkP-Yiv-WUXeeH,Good,Traditional,Suburban,"""[]""",sale,4,Lesotho,Maseru,text_match,Thaba Bosiu,residential,House,2,val,,True,True,,,,True
propmarket-zGSKI5MMls1YUGneoRJ_Y,propmarket,"3 Bedrooms, House",We have this 7 roomed house in Mohale's Hoek Mesitsaneng with 576 sqm near town,"Thepa ena ya mofuta wa house e fumaneha Mesitsaneng, Mohale's Hoek District. E na le dikamore tse 3 le dibate tse 1 mme e fumaneha ka theko ya M 350,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",350000,LSL,Mohale's Hoek,"Mesitsaneng, Mohale's Hoek District",House,3,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-zGSKI5MMls1YUGneoRJ_Y\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-zGSKI5MMls1YUGneoRJ_Y\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-zGSKI5MMls1YUGneoRJ_Y\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-zGSKI5MMls1YUGneoRJ_Y\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-zGSKI5MMls1YUGneoRJ_Y\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/zGSKI5MMls1YUGneoRJ_Y,Good,Traditional,Urban,"""[]""",sale,5,Lesotho,Mohale's Hoek,text_match,Mesitsaneng,residential,House,3,train,,True,True,,,,True
propmarket-lhabbYFlMj9gF2mViiWtw,propmarket,"2 Units, 3 Bedrooms, House",HA MABOTE\n2 HOUSES IN ONE YARD \nHOUSE NO 1MAIN HOUSE\n 3 FULLY FITTED BEDROOMS ALL ENSUITES\nSTUDY\nLOUNGE\nDINING\nFULLY FITTED KITCHEN \nDOUBLE GARAGE\n\nHOUSE NO 2\n 2 FULLY FITTED BEDROOMS\nSEPARATE BATHROOM\nOPEN PLAN KITCHEN AND LOUNGE \nSTOREROOM \n\n* BIG YARD WITH BEAUTIFUL LANDSCAPES \n*AUTOMATED GATE,"Thepa ena ya mofuta wa house e fumaneha Ha Mabote, Berea. E na le dikamore tse 3 le dibate tse 3 mme e fumaneha ka theko ya M 3,200,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",3200000,LSL,Berea,"Ha Mabote, Berea",House,3,3,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-lhabbYFlMj9gF2mViiWtw\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-lhabbYFlMj9gF2mViiWtw\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-lhabbYFlMj9gF2mViiWtw\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-lhabbYFlMj9gF2mViiWtw\\\\image_4.jpg\""]""",https://www.propmarket.co.ls/properties/lhabbYFlMj9gF2mViiWtw,Good,Family,Garden,"""[\""garage\"", \""yard\""]""",sale,4,Lesotho,Berea,text_match,Ha Mabote,residential,House,3,val,,True,False,,,"Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory. Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory.",False
propmarket-ULpaoTct4UkIKVByFe5-m,propmarket,"3 Bedrooms, House","🏘️3Bedroomed Double Story for Sale📢\n\n📍Masowe 4, surbubs Maseru\n🌟Ground Floor🌟\n✅️Lounge with open Kitchen \n✅️Bedroom with Ensuite\n🌟1st Floor🌟 \n✅️Lounge with 2 Balconies \n✅️Master Bedroom with En-suite with shower & balcony\n✅️Common bedroom ensuite with shower - balcony\n✅️Laminated flooring in bedrooms \n✅️Ceramic in all other rooms\n✅️1.8m Wall height with electric fence\n✅️Paving whole compound with auto Gate\n✅️Double open garage\n✅️Plot Size 778m² \n💰Asking Price M2.5 million (Neg) \n\n📲☎️(+266) 59107030","Thepa ena ya mofuta wa house e fumaneha Masowe Street, Mbizo. E na le dikamore tse 3 le dibate tse 3 mme e fumaneha ka theko ya M 2,500,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",2500000,LSL,Mbizo,"Masowe Street, Mbizo",House,3,3,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-ULpaoTct4UkIKVByFe5-m\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-ULpaoTct4UkIKVByFe5-m\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-ULpaoTct4UkIKVByFe5-m\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-ULpaoTct4UkIKVByFe5-m\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-ULpaoTct4UkIKVByFe5-m\\\\image_5.png\""]""",https://www.propmarket.co.ls/properties/ULpaoTct4UkIKVByFe5-m,Good,Traditional,Suburban,"""[\""garage\"", \""shower\"", \""walled property\""]""",sale,5,Lesotho,Maseru,text_match,Masowe Street,residential,House,3,train,,True,True,,,,True
propmarket-ezFcsmhLYIMyJm9JcqdbJ,propmarket,"6 Units, 1 Bedroom, Malaene",6 unfinished doubles with bathrooms\n30x30 LEASED,"Thepa ena ya mofuta wa house e fumaneha Berea District, Berea. E na le dikamore tse 1 le dibate tse 1 mme e fumaneha ka theko ya M 190,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",190000,LSL,Berea,"Berea District, Berea",House,1,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-ezFcsmhLYIMyJm9JcqdbJ\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-ezFcsmhLYIMyJm9JcqdbJ\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-ezFcsmhLYIMyJm9JcqdbJ\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-ezFcsmhLYIMyJm9JcqdbJ\\\\image_4.png\""]""",https://www.propmarket.co.ls/properties/ezFcsmhLYIMyJm9JcqdbJ,Renovation Needed,Traditional,Suburban,"""[]""",sale,4,Lesotho,Berea,text_match,Berea District,residential,House,1,test,,True,False,,,"Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory. Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory.",False
